Area name,Area code,Area type,Specimen date,Daily lab-confirmed cases,Cumulative lab-confirmed cases
North Tyneside,E08000022,Upper tier local authority,13/03/2020,3,5
North Yorkshire,E10000023,Upper tier local authority,13/03/2020,2,10
Northamptonshire,E10000021,Upper tier local authority,13/03/2020,2,17
Northumberland,E06000057,Upper tier local authority,13/03/2020,1,1
Nottingham,E06000018,Upper tier local authority,13/03/2020,4,14
Nottinghamshire,E10000024,Upper tier local authority,13/03/2020,4,23
Oldham,E08000004,Upper tier local authority,13/03/2020,2,9
Oxfordshire,E10000025,Upper tier local authority,13/03/2020,3,28
Plymouth,E06000026,Upper tier local authority,13/03/2020,2,3
Portsmouth,E06000044,Upper tier local authority,13/03/2020,1,3
Redbridge,E09000026,Upper tier local authority,13/03/2020,3,5
Richmond upon Thames,E09000027,Upper tier local authority,13/03/2020,3,7
Rochdale,E08000005,Upper tier local authority,13/03/2020,1,4
Rotherham,E08000018,Upper tier local authority,13/03/2020,1,5
Salford,E08000006,Upper tier local authority,13/03/2020,2,4
Sandwell,E08000028,Upper tier local authority,13/03/2020,2,8
Sheffield,E08000019,Upper tier local authority,13/03/2020,4,24
Slough,E06000039,Upper tier local authority,13/03/2020,3,19
Somerset,E10000027,Upper tier local authority,13/03/2020,3,11
South Gloucestershire,E06000025,Upper tier local authority,13/03/2020,3,12
Southampton,E06000045,Upper tier local authority,13/03/2020,2,5
Southwark,E09000028,Upper tier local authority,13/03/2020,8,53
St. Helens,E08000013,Upper tier local authority,13/03/2020,1,2
Staffordshire,E10000028,Upper tier local authority,13/03/2020,6,15
Stockport,E08000007,Upper tier local authority,13/03/2020,3,9
Suffolk,E10000029,Upper tier local authority,13/03/2020,1,4
Surrey,E10000030,Upper tier local authority,13/03/2020,4,41
Sutton,E09000029,Upper tier local authority,13/03/2020,4,12
Swindon,E06000030,Upper tier local authority,13/03/2020,2,4
Tameside,E08000008,Upper tier local authority,13/03/2020,2,9
Tower Hamlets,E09000030,Upper tier local authority,13/03/2020,3,19
Trafford,E08000009,Upper tier local authority,13/03/2020,2,12
Walsall,E08000030,Upper tier local authority,13/03/2020,2,16
Waltham Forest,E09000031,Upper tier local authority,13/03/2020,2,8
Wandsworth,E09000032,Upper tier local authority,13/03/2020,4,41
Warwickshire,E10000031,Upper tier local authority,13/03/2020,3,17
West Sussex,E10000032,Upper tier local authority,13/03/2020,3,11
Westminster,E09000033,Upper tier local authority,13/03/2020,8,60
Wiltshire,E06000054,Upper tier local authority,13/03/2020,4,13
Wirral,E08000015,Upper tier local authority,13/03/2020,1,6
Wolverhampton,E08000031,Upper tier local authority,13/03/2020,11,29
York,E06000014,Upper tier local authority,13/03/2020,1,4
England,E92000001,Country,12/03/2020,415,1567
West Midlands,E12000005,Region,12/03/2020,50,143
East of England,E12000006,Region,12/03/2020,17,77
North West,E12000002,Region,12/03/2020,39,125
East Midlands,E12000004,Region,12/03/2020,18,97
South West,E12000009,Region,12/03/2020,24,107
London,E12000007,Region,12/03/2020,162,619
Yorkshire and The Humber,E12000003,Region,12/03/2020,14,77
North East,E12000001,Region,12/03/2020,2,17
South East,E12000008,Region,12/03/2020,79,252
Barking and Dagenham,E09000002,Upper tier local authority,12/03/2020,4,8
Barnet,E09000003,Upper tier local authority,12/03/2020,5,30
Bath and North East Somerset,E06000022,Upper tier local authority,12/03/2020,2,3
Bexley,E09000004,Upper tier local authority,12/03/2020,5,13
Birmingham,E08000025,Upper tier local authority,12/03/2020,7,22
Blackpool,E06000009,Upper tier local authority,12/03/2020,1,2
Bolton,E08000001,Upper tier local authority,12/03/2020,1,6
"Bournemouth, Christchurch and Poole",E06000058,Upper tier local authority,12/03/2020,3,8
Bradford,E08000032,Upper tier local authority,12/03/2020,2,5
Brent,E09000005,Upper tier local authority,12/03/2020,8,28
"Bristol, City of",E06000023,Upper tier local authority,12/03/2020,1,5
Bromley,E09000006,Upper tier local authority,12/03/2020,6,15
Buckinghamshire,E10000002,Upper tier local authority,12/03/2020,10,28
Cambridgeshire,E10000003,Upper tier local authority,12/03/2020,4,9
Camden,E09000007,Upper tier local authority,12/03/2020,5,25
Cheshire East,E06000049,Upper tier local authority,12/03/2020,3,5
Cheshire West and Chester,E06000050,Upper tier local authority,12/03/2020,1,6
Coventry,E08000026,Upper tier local authority,12/03/2020,2,7
Croydon,E09000008,Upper tier local authority,12/03/2020,7,14
Cumbria,E10000006,Upper tier local authority,12/03/2020,6,18
Darlington,E06000005,Upper tier local authority,12/03/2020,1,2
Derbyshire,E10000007,Upper tier local authority,12/03/2020,2,21
Devon,E10000008,Upper tier local authority,12/03/2020,2,24
Dorset,E06000059,Upper tier local authority,12/03/2020,2,4
Dudley,E08000027,Upper tier local authority,12/03/2020,4,8
Ealing,E09000009,Upper tier local authority,12/03/2020,4,28
East Riding of Yorkshire,E06000011,Upper tier local authority,12/03/2020,2,6
East Sussex,E10000011,Upper tier local authority,12/03/2020,2,5
Enfield,E09000010,Upper tier local authority,12/03/2020,6,16
Essex,E10000012,Upper tier local authority,12/03/2020,7,18
Gateshead,E08000037,Upper tier local authority,12/03/2020,1,1
Gloucestershire,E10000013,Upper tier local authority,12/03/2020,2,9
Greenwich,E09000011,Upper tier local authority,12/03/2020,6,14
Hackney,E09000012,Upper tier local authority,12/03/2020,6,20
Halton,E06000006,Upper tier local authority,12/03/2020,2,2
Hammersmith and Fulham,E09000013,Upper tier local authority,12/03/2020,1,21
Hampshire,E10000014,Upper tier local authority,12/03/2020,25,53
Haringey,E09000014,Upper tier local authority,12/03/2020,7,19
Harrow,E09000015,Upper tier local authority,12/03/2020,8,20
Havering,E09000016,Upper tier local authority,12/03/2020,1,6
Hertfordshire,E10000015,Upper tier local authority,12/03/2020,2,34
Hillingdon,E09000017,Upper tier local authority,12/03/2020,3,14
Hounslow,E09000018,Upper tier local authority,12/03/2020,1,13
Islington,E09000019,Upper tier local authority,12/03/2020,10,16
Kensington and Chelsea,E09000020,Upper tier local authority,12/03/2020,6,49
Kent,E10000016,Upper tier local authority,12/03/2020,6,22
Kingston upon Thames,E09000021,Upper tier local authority,12/03/2020,1,4
Knowsley,E08000011,Upper tier local authority,12/03/2020,1,1
Lambeth,E09000022,Upper tier local authority,12/03/2020,4,32
Lancashire,E10000017,Upper tier local authority,12/03/2020,5,12
Leeds,E08000035,Upper tier local authority,12/03/2020,1,12
Leicester,E06000016,Upper tier local authority,12/03/2020,1,2
Leicestershire,E10000018,Upper tier local authority,12/03/2020,2,13
Lewisham,E09000023,Upper tier local authority,12/03/2020,9,18
Lincolnshire,E10000019,Upper tier local authority,12/03/2020,3,12
Liverpool,E08000012,Upper tier local authority,12/03/2020,3,9
Medway,E06000035,Upper tier local authority,12/03/2020,1,8
Merton,E09000024,Upper tier local authority,12/03/2020,3,19
Milton Keynes,E06000042,Upper tier local authority,12/03/2020,1,4
Newham,E09000025,Upper tier local authority,12/03/2020,2,7
Norfolk,E10000020,Upper tier local authority,12/03/2020,1,3
North Somerset,E06000024,Upper tier local authority,12/03/2020,5,11
North Yorkshire,E10000023,Upper tier local authority,12/03/2020,3,8
Northamptonshire,E10000021,Upper tier local authority,12/03/2020,3,15
Nottingham,E06000018,Upper tier local authority,12/03/2020,3,10
Nottinghamshire,E10000024,Upper tier local authority,12/03/2020,4,19
Oldham,E08000004,Upper tier local authority,12/03/2020,1,7
Oxfordshire,E10000025,Upper tier local authority,12/03/2020,1,25
Portsmouth,E06000044,Upper tier local authority,12/03/2020,1,2
Reading,E06000038,Upper tier local authority,12/03/2020,1,3
Richmond upon Thames,E09000027,Upper tier local authority,12/03/2020,1,4
Salford,E08000006,Upper tier local authority,12/03/2020,1,2
Sandwell,E08000028,Upper tier local authority,12/03/2020,4,6
Sefton,E08000014,Upper tier local authority,12/03/2020,2,3
Sheffield,E08000019,Upper tier local authority,12/03/2020,2,20
Shropshire,E06000051,Upper tier local authority,12/03/2020,10,22
Slough,E06000039,Upper tier local authority,12/03/2020,6,16
Somerset,E10000027,Upper tier local authority,12/03/2020,3,8
South Gloucestershire,E06000025,Upper tier local authority,12/03/2020,3,9
Southend-on-Sea,E06000033,Upper tier local authority,12/03/2020,1,3
Southwark,E09000028,Upper tier local authority,12/03/2020,10,45
Staffordshire,E10000028,Upper tier local authority,12/03/2020,2,9
Stockport,E08000007,Upper tier local authority,12/03/2020,1,6
Stoke-on-Trent,E06000021,Upper tier local authority,12/03/2020,2,2
Suffolk,E10000029,Upper tier local authority,12/03/2020,2,3
Surrey,E10000030,Upper tier local authority,12/03/2020,16,37
Sutton,E09000029,Upper tier local authority,12/03/2020,2,8
Tameside,E08000008,Upper tier local authority,12/03/2020,4,7
Tower Hamlets,E09000030,Upper tier local authority,12/03/2020,5,16
Trafford,E08000009,Upper tier local authority,12/03/2020,3,10
Wakefield,E08000036,Upper tier local authority,12/03/2020,4,5
Walsall,E08000030,Upper tier local authority,12/03/2020,7,14
Waltham Forest,E09000031,Upper tier local authority,12/03/2020,1,6
Wandsworth,E09000032,Upper tier local authority,12/03/2020,11,37
Warrington,E06000007,Upper tier local authority,12/03/2020,2,3
Warwickshire,E10000031,Upper tier local authority,12/03/2020,4,14
West Berkshire,E06000037,Upper tier local authority,12/03/2020,2,3
West Sussex,E10000032,Upper tier local authority,12/03/2020,1,8
Westminster,E09000033,Upper tier local authority,12/03/2020,14,52
Wigan,E08000010,Upper tier local authority,12/03/2020,1,5
Wiltshire,E06000054,Upper tier local authority,12/03/2020,1,9
Windsor and Maidenhead,E06000040,Upper tier local authority,12/03/2020,4,11
Wirral,E08000015,Upper tier local authority,12/03/2020,1,5
Wokingham,E06000041,Upper tier local authority,12/03/2020,2,10
Wolverhampton,E08000031,Upper tier local authority,12/03/2020,5,18
Worcestershire,E10000034,Upper tier local authority,12/03/2020,3,13
England,E92000001,Country,11/03/2020,362,1152
West Midlands,E12000005,Region,11/03/2020,40,93
East of England,E12000006,Region,11/03/2020,13,60
North West,E12000002,Region,11/03/2020,17,86
East Midlands,E12000004,Region,11/03/2020,25,79
South West,E12000009,Region,11/03/2020,19,83
London,E12000007,Region,11/03/2020,181,457
Yorkshire and The Humber,E12000003,Region,11/03/2020,10,63
North East,E12000001,Region,11/03/2020,1,15
South East,E12000008,Region,11/03/2020,46,173
Barking and Dagenham,E09000002,Upper tier local authority,11/03/2020,1,4
Barnet,E09000003,Upper tier local authority,11/03/2020,10,25
Barnsley,E08000016,Upper tier local authority,11/03/2020,1,4
Bath and North East Somerset,E06000022,Upper tier local authority,11/03/2020,1,1
Bexley,E09000004,Upper tier local authority,11/03/2020,4,8
Birmingham,E08000025,Upper tier local authority,11/03/2020,6,15
Bolton,E08000001,Upper tier local authority,11/03/2020,2,5
Brent,E09000005,Upper tier local authority,11/03/2020,10,20
Bromley,E09000006,Upper tier local authority,11/03/2020,4,9
Buckinghamshire,E10000002,Upper tier local authority,11/03/2020,4,18
Calderdale,E08000033,Upper tier local authority,11/03/2020,2,3
Cambridgeshire,E10000003,Upper tier local authority,11/03/2020,1,5
Camden,E09000007,Upper tier local authority,11/03/2020,10,20
Central Bedfordshire,E06000056,Upper tier local authority,11/03/2020,1,3
Cheshire East,E06000049,Upper tier local authority,11/03/2020,1,2
Cheshire West and Chester,E06000050,Upper tier local authority,11/03/2020,2,5
Cornwall and Isles of Scilly,E06000052,Upper tier local authority,11/03/2020,1,8
Coventry,E08000026,Upper tier local authority,11/03/2020,2,5
Croydon,E09000008,Upper tier local authority,11/03/2020,5,7
Cumbria,E10000006,Upper tier local authority,11/03/2020,3,12
Derby,E06000015,Upper tier local authority,11/03/2020,2,5
Derbyshire,E10000007,Upper tier local authority,11/03/2020,6,19
Devon,E10000008,Upper tier local authority,11/03/2020,1,22
Dorset,E06000059,Upper tier local authority,11/03/2020,1,2
Ealing,E09000009,Upper tier local authority,11/03/2020,10,24
East Riding of Yorkshire,E06000011,Upper tier local authority,11/03/2020,2,4
East Sussex,E10000011,Upper tier local authority,11/03/2020,3,3
Enfield,E09000010,Upper tier local authority,11/03/2020,2,10
Essex,E10000012,Upper tier local authority,11/03/2020,3,11
Gloucestershire,E10000013,Upper tier local authority,11/03/2020,2,7
Greenwich,E09000011,Upper tier local authority,11/03/2020,4,8
Hackney,E09000012,Upper tier local authority,11/03/2020,8,14
Hammersmith and Fulham,E09000013,Upper tier local authority,11/03/2020,11,20
Hampshire,E10000014,Upper tier local authority,11/03/2020,9,28
Haringey,E09000014,Upper tier local authority,11/03/2020,6,12
Harrow,E09000015,Upper tier local authority,11/03/2020,5,12
Havering,E09000016,Upper tier local authority,11/03/2020,2,5
Hertfordshire,E10000015,Upper tier local authority,11/03/2020,6,32
Hillingdon,E09000017,Upper tier local authority,11/03/2020,3,11
Hounslow,E09000018,Upper tier local authority,11/03/2020,6,12
Islington,E09000019,Upper tier local authority,11/03/2020,2,6
Kensington and Chelsea,E09000020,Upper tier local authority,11/03/2020,10,43
Kent,E10000016,Upper tier local authority,11/03/2020,3,16
Kingston upon Thames,E09000021,Upper tier local authority,11/03/2020,1,3
Kirklees,E08000034,Upper tier local authority,11/03/2020,1,3
Lambeth,E09000022,Upper tier local authority,11/03/2020,14,28
Lancashire,E10000017,Upper tier local authority,11/03/2020,2,7
Leeds,E08000035,Upper tier local authority,11/03/2020,3,11
Leicester,E06000016,Upper tier local authority,11/03/2020,1,1
Leicestershire,E10000018,Upper tier local authority,11/03/2020,4,11
Lewisham,E09000023,Upper tier local authority,11/03/2020,5,9
Lincolnshire,E10000019,Upper tier local authority,11/03/2020,2,9
Manchester,E08000003,Upper tier local authority,11/03/2020,1,8
Medway,E06000035,Upper tier local authority,11/03/2020,4,7
Merton,E09000024,Upper tier local authority,11/03/2020,6,16
Newham,E09000025,Upper tier local authority,11/03/2020,3,5
Norfolk,E10000020,Upper tier local authority,11/03/2020,1,2
North Somerset,E06000024,Upper tier local authority,11/03/2020,5,6
Northamptonshire,E10000021,Upper tier local authority,11/03/2020,4,12
Nottinghamshire,E10000024,Upper tier local authority,11/03/2020,6,15
Oxfordshire,E10000025,Upper tier local authority,11/03/2020,5,24
Richmond upon Thames,E09000027,Upper tier local authority,11/03/2020,1,3
Rochdale,E08000005,Upper tier local authority,11/03/2020,1,3
Sandwell,E08000028,Upper tier local authority,11/03/2020,2,2
Shropshire,E06000051,Upper tier local authority,11/03/2020,7,12
Slough,E06000039,Upper tier local authority,11/03/2020,5,10
Solihull,E08000029,Upper tier local authority,11/03/2020,1,1
Somerset,E10000027,Upper tier local authority,11/03/2020,2,5
South Gloucestershire,E06000025,Upper tier local authority,11/03/2020,3,6
Southwark,E09000028,Upper tier local authority,11/03/2020,11,35
St. Helens,E08000013,Upper tier local authority,11/03/2020,1,1
Staffordshire,E10000028,Upper tier local authority,11/03/2020,1,7
Stockport,E08000007,Upper tier local authority,11/03/2020,2,5
Stockton-on-Tees,E06000004,Upper tier local authority,11/03/2020,1,4
Surrey,E10000030,Upper tier local authority,11/03/2020,5,21
Tameside,E08000008,Upper tier local authority,11/03/2020,1,3
Telford and Wrekin,E06000020,Upper tier local authority,11/03/2020,5,6
Thurrock,E06000034,Upper tier local authority,11/03/2020,1,2
Tower Hamlets,E09000030,Upper tier local authority,11/03/2020,1,11
Wakefield,E08000036,Upper tier local authority,11/03/2020,1,1
Walsall,E08000030,Upper tier local authority,11/03/2020,5,7
Waltham Forest,E09000031,Upper tier local authority,11/03/2020,2,5
Wandsworth,E09000032,Upper tier local authority,11/03/2020,10,26
